YEAR,MO,DY,T2M,T2MDEW,T2MWET,T2M_MAX,TS,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,ALLSKY_SFC_UV_INDEX,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,GWETTOP,GWETROOT,GWETPROF
1991,6,30,22.81,18.62,20.72,28.17,23.88,14.71,79,0.11,91.5,5.44,244.31,6.95,244.75,-999,-999,-999,0.61,0.61,0.61
1991,7,1,22.55,17.52,20.04,26.82,22.91,13.73,75.44,8.85,91.56,7.52,258.12,9.84,258.44,-999,-999,-999,0.65,0.61,0.61
1991,7,2,22.95,18.24,20.6,28.94,23.65,14.34,77,2.82,91.5,6.05,269.81,7.96,270.31,-999,-999,-999,0.65,0.62,0.61
1991,7,3,22.9,17.23,20.07,28.94,23.78,13.49,72.88,0.1,91.48,6.91,275.38,8.86,275.88,-999,-999,-999,0.6,0.61,0.61
1991,7,4,22.07,16.69,19.38,27.5,22.73,13,74.25,0.7,91.6,6.65,270.69,8.67,270.81,-999,-999,-999,0.6,0.6,0.6
1991,7,5,22.54,17.38,19.96,28.71,23.35,13.61,75.5,0.08,91.65,6.41,262.62,8.36,263,-999,-999,-999,0.59,0.6,0.6
1991,7,6,22.4,17.08,19.74,28.53,23.26,13.37,74.81,7.46,91.58,7.07,267.81,9.14,268.12,-999,-999,-999,0.62,0.6,0.6
1991,7,7,21.55,17.25,19.4,27.48,22.51,13.49,78.5,1.1,91.46,7.16,266.06,9.11,266.62,-999,-999,-999,0.62,0.61,0.6
1991,7,8,22.87,18.55,20.71,28.15,23.8,14.71,78.56,0.56,91.26,6.61,271.88,8.53,272.31,-999,-999,-999,0.59,0.6,0.6
1991,7,9,22.8,18.56,20.69,28.58,23.69,14.71,78.88,14,91.24,7.09,273.38,9.11,273.81,-999,-999,-999,0.66,0.61,0.6
1991,7,10,21.74,18.62,20.19,26.58,22.17,14.77,83.38,7.58,91.28,7.2,265.38,9.27,265.88,-999,-999,-999,0.68,0.62,0.62
1991,7,11,22.04,19.44,20.74,25.8,22.37,15.56,85.69,0.9,91.31,6.47,259.88,8.47,260.44,-999,-999,-999,0.65,0.62,0.62
1991,7,12,22.38,18.74,20.56,26.67,22.83,14.83,81,4.9,91.3,8.54,264.38,11.05,264.88,-999,-999,-999,0.66,0.62,0.62
1991,7,13,22.51,18,20.26,28.3,23.21,14.16,77.62,0.21,91.31,8.67,267.75,11.12,268.19,-999,-999,-999,0.63,0.62,0.62
1991,7,14,22.67,17.74,20.2,28.57,23.41,13.92,76.06,0.38,91.31,9.46,268.19,12.09,268.5,-999,-999,-999,0.61,0.62,0.61
1991,7,15,22.59,17.94,20.27,28.01,23.31,14.1,76.56,0.21,91.32,8.94,266.38,11.45,266.75,-999,-999,-999,0.6,0.61,0.61
1991,7,16,21.4,17.84,19.62,25.84,21.88,14.04,81.06,1.14,91.42,8.16,259.12,10.52,259.62,-999,-999,-999,0.6,0.6,0.61
1991,7,17,22.62,18.77,20.69,27.3,23.21,14.83,80.31,0.39,91.42,7.06,263.5,9.22,264.06,-999,-999,-999,0.6,0.6,0.6
1991,7,18,23.36,18.76,21.06,29.11,24.42,14.83,77.5,0.06,91.53,6.73,263.94,8.7,264.5,-999,-999,-999,0.59,0.6,0.6
1991,7,19,22.07,17.87,19.97,27.05,22.83,14.04,78.69,0.22,91.61,7.22,265.75,9.22,266.25,-999,-999,-999,0.59,0.59,0.6
1991,7,20,22.77,18.61,20.69,28.36,23.51,14.71,79.19,0.03,91.49,6.24,266.5,8.12,267,-999,-999,-999,0.58,0.59,0.59
1991,7,21,22.98,18.83,20.9,28.62,23.82,14.89,79.06,0.08,91.41,7.28,264.06,9.32,264.62,-999,-999,-999,0.57,0.59,0.59
1991,7,22,22.92,17.92,20.42,28.5,23.9,14.1,75.69,0.35,91.45,8.74,264.75,11.18,265.06,-999,-999,-999,0.57,0.59,0.59
1991,7,23,23.21,18.29,20.75,28.9,24.25,14.4,76.06,0.19,91.46,8.37,267.75,10.66,268.19,-999,-999,-999,0.56,0.59,0.59
1991,7,24,23.26,18.62,20.94,28.77,24.23,14.71,77.25,0.1,91.46,8.25,266.25,10.55,266.75,-999,-999,-999,0.55,0.58,0.59
1991,7,25,23.16,18.64,20.9,27.9,23.89,14.71,77.44,0.1,91.42,8.62,266.31,11.1,266.81,-999,-999,-999,0.55,0.58,0.59
1991,7,26,22.06,18.4,20.23,25.69,22.44,14.53,80.5,0.32,91.47,9.14,260.19,11.79,260.62,-999,-999,-999,0.55,0.58,0.58
1991,7,27,22.44,17.75,20.09,27.19,23.08,13.92,76.19,0.2,91.38,10.08,270.12,13,270.56,-999,-999,-999,0.55,0.58,0.58
1991,7,28,22.62,18.08,20.35,27,23.13,14.22,76.88,4.69,91.3,10.54,272.56,13.62,272.81,-999,-999,-999,0.59,0.58,0.58
1991,7,29,22.19,17.57,19.88,26.76,22.9,13.79,76.44,2.44,91.26,10.2,257.81,13.13,258.5,-999,-999,-999,0.58,0.58,0.58
1991,7,30,23.15,18.83,20.99,28.57,23.98,14.95,78.62,0.2,91.31,7.86,250.75,10.16,251.5,-999,-999,-999,0.55,0.58,0.58
1991,7,31,23.22,18.97,21.09,28.51,24.1,15.08,78.88,0.19,91.4,6.29,258.5,8.18,259.06,-999,-999,-999,0.55,0.58,0.58
1991,8,1,23.19,19.05,21.12,27.69,24.1,15.14,79.31,0.65,91.38,4.99,272.25,6.59,272.88,-999,-999,-999,0.55,0.57,0.58
1991,8,2,22.35,18.25,20.3,26.45,23.12,14.4,79.25,4.93,91.44,4.24,275.75,5.77,276.19,-999,-999,-999,0.57,0.57,0.58
1991,8,3,23.48,18.87,21.18,29.12,24.83,14.95,77.75,0.54,91.51,4.58,257.88,5.88,258.5,-999,-999,-999,0.57,0.58,0.58
1991,8,4,23.11,19.02,21.07,28.29,24.17,15.08,79.56,7.96,91.61,4.59,261.88,5.86,262.38,-999,-999,-999,0.6,0.58,0.58
1991,8,5,22.14,19.02,20.58,26.41,22.76,15.08,83.62,31.23,91.63,4.67,263.44,6.27,264,-999,-999,-999,0.72,0.6,0.59
1991,8,6,22.43,19.01,20.72,27.59,23.01,15.08,82.44,5.4,91.61,5.42,269.38,7.18,269.94,-999,-999,-999,0.7,0.64,0.62
1991,8,7,22.39,19.18,20.79,26.95,22.87,15.26,83.19,10.54,91.55,6.17,271.62,8.09,272.19,-999,-999,-999,0.7,0.63,0.62
1991,8,8,22.23,18.43,20.33,27.9,22.91,14.53,80.62,2.84,91.5,6.38,272.44,8.35,272.94,-999,-999,-999,0.66,0.63,0.62
1991,8,9,22.4,18.44,20.42,27.94,23.14,14.53,80.19,1.07,91.53,6.2,268.25,8.13,268.69,-999,-999,-999,0.65,0.63,0.62
1991,8,10,22.39,18.66,20.53,27.44,22.96,14.77,81.06,1.77,91.53,5.69,269.81,7.59,270.38,-999,-999,-999,0.64,0.62,0.62
1991,8,11,22.69,18.6,20.65,28.24,23.53,14.71,79.62,0.41,91.59,5.94,261.62,7.71,262.38,-999,-999,-999,0.62,0.62,0.62
1991,8,12,22.46,18.57,20.51,27.4,23.17,14.65,80.19,0.25,91.58,6.3,265.5,8.23,266.12,-999,-999,-999,0.62,0.62,0.62
1991,8,13,22.76,19.14,20.95,27.65,23.4,15.2,81.62,4.76,91.54,7.16,272.06,9.36,272.5,-999,-999,-999,0.64,0.61,0.61
1991,8,14,22.46,18.37,20.41,27.69,23.05,14.47,79.38,2.69,91.55,8.44,272.44,10.98,272.94,-999,-999,-999,0.64,0.62,0.62
1991,8,15,22.15,17.57,19.86,28.3,22.92,13.73,77.44,0.7,91.52,8.55,279,11.1,279.38,-999,-999,-999,0.61,0.61,0.61
1991,8,16,22.31,18.14,20.23,27.54,22.98,14.28,79.12,0.95,91.49,7.7,279.56,10.05,280,-999,-999,-999,0.6,0.61,0.61
1991,8,17,22.83,19.09,20.96,28.55,23.46,15.14,81.19,6.72,91.47,6.87,279.5,9.1,280,-999,-999,-999,0.65,0.61,0.61
1991,8,18,22.6,18.85,20.73,27.94,23.33,14.89,81.06,1.26,91.53,6.62,275.31,8.62,275.81,-999,-999,-999,0.62,0.61,0.61
1991,8,19,22.61,18.69,20.65,28.19,23.17,14.77,80.38,7.79,91.51,6.8,279.81,9.07,280.12,-999,-999,-999,0.65,0.61,0.61
1991,8,20,22.51,18.42,20.47,28.73,23.35,14.53,79.56,3.39,91.4,7.35,279.38,9.52,279.81,-999,-999,-999,0.65,0.62,0.62
1991,8,21,22.9,18.41,20.66,29.01,23.76,14.53,77.81,0.05,91.41,6.85,277.38,9.02,277.81,-999,-999,-999,0.61,0.61,0.61
1991,8,22,22.81,18.9,20.86,27.48,23.38,14.95,80.25,0.07,91.5,6.26,269.44,8.28,269.81,-999,-999,-999,0.6,0.61,0.61
1991,8,23,22.93,18.81,20.87,27.94,23.57,14.89,79.44,0.1,91.52,6.34,273.12,8.37,273.56,-999,-999,-999,0.59,0.6,0.6
1991,8,24,22.03,18.23,20.13,26.23,22.54,14.34,80.31,0.32,91.49,6.9,272.94,9.05,273.31,-999,-999,-999,0.59,0.6,0.6
1991,8,25,22.28,17.99,20.13,27.6,23.01,14.16,78.56,0.06,91.47,6.52,267.81,8.61,268.38,-999,-999,-999,0.59,0.59,0.6
1991,8,26,22.55,18.48,20.51,28.22,23.35,14.59,79.56,0.17,91.56,5.83,274.75,7.68,275.25,-999,-999,-999,0.58,0.59,0.59
1991,8,27,22.87,18.41,20.64,28.55,23.69,14.53,78,0.07,91.61,5.41,283.62,7.27,284.06,-999,-999,-999,0.57,0.59,0.59
1991,8,28,23.17,17.83,20.51,29.01,24.15,13.98,74.75,0.03,91.53,5.88,281.81,7.75,282.31,-999,-999,-999,0.56,0.59,0.59
1991,8,29,22.31,17.89,20.1,27.38,23.01,14.04,78.06,0.06,91.55,5.82,276.88,7.69,277.38,-999,-999,-999,0.56,0.58,0.59
1991,8,30,22.92,17.6,20.26,29.57,23.87,13.79,75.06,1.18,91.57,5.91,275.31,7.83,275.94,-999,-999,-999,0.56,0.58,0.59
1991,8,31,22.22,17.84,20.03,28.07,22.98,13.98,78.56,0.63,91.61,4.35,295,6.11,295.19,-999,-999,-999,0.56,0.58,0.59
1991,9,1,22.98,17.23,20.1,28.45,23.72,13.49,73.5,0.08,91.72,4.3,296.5,6.17,296.69,-999,-999,-999,0.55,0.58,0.58
1991,9,2,23.3,18.12,20.71,29.01,24.19,14.22,75.31,0.25,91.71,3.85,292.38,5.45,292.56,-999,-999,-999,0.55,0.57,0.58
1991,9,3,23.7,17.77,20.73,29.73,24.78,13.98,72.75,0.55,91.58,3.06,288.12,4.35,288.44,-999,-999,-999,0.55,0.57,0.58
1991,9,4,24.58,18.98,21.78,30.89,26.11,15.08,74.06,5.24,91.62,2.44,317.88,3.37,317.94,-999,-999,-999,0.56,0.57,0.58
1991,9,5,24.11,19.7,21.9,30.15,25.46,15.69,78.62,5.81,91.75,2.46,281.06,3.42,282.5,-999,-999,-999,0.6,0.58,0.58
1991,9,6,22.48,19.08,20.77,26.62,22.72,15.08,82.25,16.35,91.81,3.98,280.31,5.81,280.5,-999,-999,-999,0.66,0.59,0.59
1991,9,7,22.73,17.69,20.21,29.15,23.57,13.85,76.12,2.67,91.66,4.5,289,6.3,289.38,-999,-999,-999,0.62,0.6,0.59
1991,9,8,23.4,17.85,20.62,29.51,24.58,13.98,73.69,0.06,91.63,4.09,292.69,5.67,293.25,-999,-999,-999,0.58,0.59,0.59
1991,9,9,23.7,18.05,20.88,30.01,24.72,14.16,73.5,0,91.69,3.79,302.94,5.53,303.38,-999,-999,-999,0.56,0.59,0.59
1991,9,10,24.44,19.13,21.78,29.91,25.3,15.2,74.62,0,91.67,2.83,309.38,3.88,309.31,-999,-999,-999,0.56,0.59,0.59
1991,9,11,23.82,19.54,21.68,28.33,24.57,15.56,78.69,2.81,91.71,2.54,336.94,3.8,337.81,-999,-999,-999,0.58,0.58,0.59
1991,9,12,23.28,19.48,21.38,27.99,24.23,15.5,80.75,1.63,91.68,2.62,175.38,3.7,175.44,-999,-999,-999,0.58,0.58,0.59
1991,9,13,22.19,20.1,21.15,25.44,22.65,16.11,88.5,39.15,91.56,1.34,224.94,2.11,225.75,-999,-999,-999,0.74,0.61,0.59
1991,9,14,22.28,20.44,21.37,25.64,22.5,16.48,89.75,37.82,91.55,2.7,308,3.68,309.44,-999,-999,-999,0.84,0.68,0.64
1991,9,15,22.58,20.37,21.47,25.65,22.77,16.42,87.81,13.88,91.58,2.41,243.25,3.27,240.94,-999,-999,-999,0.8,0.71,0.67
1991,9,16,22.42,20.51,21.46,25.45,22.48,16.54,89.31,5.95,91.6,2.38,288.06,3.36,288.19,-999,-999,-999,0.75,0.7,0.67
1991,9,17,22.16,18.69,20.42,26.86,22.33,14.77,82.12,2.86,91.74,3.56,270.31,5.31,271.06,-999,-999,-999,0.73,0.7,0.68
1991,9,18,21.73,18.69,20.21,25.76,21.88,14.77,84,3.93,91.59,4.34,290.94,6.32,291,-999,-999,-999,0.73,0.69,0.68
1991,9,19,21.55,17.73,19.64,27.14,21.96,13.92,80.75,1.07,91.53,4.85,292.62,6.89,292.81,-999,-999,-999,0.7,0.68,0.67
1991,9,20,20.94,17.99,19.47,25.55,21.21,14.16,84.44,0.67,91.54,3.93,296.12,5.64,296.38,-999,-999,-999,0.7,0.67,0.67
1991,9,21,21.98,19.4,20.69,26.14,22.33,15.44,86.06,13.89,91.5,3.72,286.31,5.46,286.56,-999,-999,-999,0.75,0.68,0.67
1991,9,22,22.32,19.32,20.82,27.14,22.72,15.38,84.38,10,91.47,4.23,275.06,6.03,275.5,-999,-999,-999,0.76,0.7,0.68
1991,9,23,22.62,19.97,21.3,27.69,23.05,16.05,86,4.3,91.4,4.91,269.06,6.69,269.81,-999,-999,-999,0.73,0.7,0.69
1991,9,24,20.74,19.51,20.12,22.54,20.64,15.56,92.69,2.59,91.41,4.76,240,6.77,240.88,-999,-999,-999,0.73,0.7,0.69
1991,9,25,23.2,19.65,21.43,28.2,23.62,15.69,81.75,1.08,91.48,3.31,308.38,4.55,308.75,-999,-999,-999,0.72,0.69,0.69
1991,9,26,24.08,19.78,21.93,29.47,24.43,15.81,78.56,0.03,91.58,2.39,240.69,3.41,240.94,-999,-999,-999,0.7,0.68,0.68
1991,9,27,24.21,20.07,22.14,29.19,24.73,16.11,79.12,0,91.67,2.31,73.25,3.76,72.81,-999,-999,-999,0.69,0.67,0.67
1991,9,28,23.94,20.08,22.01,29.03,24.1,16.11,80.75,4.07,91.7,2.41,104.12,3.98,103.69,-999,-999,-999,0.7,0.67,0.67
1991,9,29,22.73,19.59,21.16,26.94,22.9,15.62,83.5,3.04,91.68,2.94,72.25,4.79,72.12,-999,-999,-999,0.71,0.67,0.67
1991,9,30,23.12,18.01,20.57,28.8,23.33,14.16,75.5,1.07,91.65,1.94,103,2.84,101.81,-999,-999,-999,0.69,0.66,0.66
1991,10,1,23.38,18.3,20.84,29.15,23.4,14.4,75.12,0.34,91.58,2.52,178.69,3.7,179.06,-999,-999,-999,0.68,0.66,0.66
1991,10,2,23.06,18.9,20.98,28.25,23.32,15.01,78.69,4.73,91.52,1.62,213.19,2.47,214,-999,-999,-999,0.69,0.66,0.66
1991,10,3,23.07,19.28,21.17,28.18,23.76,15.32,81.06,5.03,91.43,1.88,98.06,3.13,97.44,-999,-999,-999,0.71,0.66,0.66
1991,10,4,23.52,19.12,21.32,28.19,23.99,15.2,77.69,1.35,91.39,1.63,198.44,2.25,199,-999,-999,-999,0.68,0.66,0.66
1991,10,5,22.36,19.76,21.06,26.32,22.82,15.81,86.06,0.9,91.5,2.55,249.12,3.85,250.5,-999,-999,-999,0.68,0.66,0.66
1991,10,6,21.85,20.09,20.98,24.85,21.91,16.11,90,20.09,91.55,3.45,286.94,5.27,287.69,-999,-999,-999,0.76,0.66,0.66
1991,10,7,22.47,19.76,21.12,26.98,22.73,15.81,85.81,21.48,91.48,2.45,267.56,3.95,268.88,-999,-999,-999,0.8,0.7,0.68
1991,10,8,22.57,20.2,21.39,26.42,22.84,16.24,87.19,1.98,91.45,1.8,271.06,2.74,272.25,-999,-999,-999,0.74,0.71,0.69
1991,10,9,22.15,19.98,21.07,24.77,21.96,16.05,87.81,0.91,91.49,1.45,267.38,2.02,267.94,-999,-999,-999,0.73,0.7,0.69
1991,10,10,21.8,19.76,20.77,24.62,21.45,15.81,88.56,2.46,91.53,1.81,224.69,2.79,224.94,-999,-999,-999,0.73,0.7,0.69
1991,10,11,22.32,19.13,20.73,27.53,22.19,15.2,83.44,1.24,91.54,3.17,318.25,4.84,318.81,-999,-999,-999,0.72,0.7,0.69
1991,10,12,22.2,18.23,20.21,27.64,22.37,14.34,80.12,0.05,91.51,3.25,314.19,4.85,315,-999,-999,-999,0.7,0.69,0.68
1991,10,13,21.47,18.19,19.83,26.77,21.55,14.34,82.94,0,91.51,2.6,285.44,4.08,285.31,-999,-999,-999,0.7,0.68,0.68
1991,10,14,21.94,18.61,20.27,27.09,22.44,14.71,82.88,1.06,91.6,2.87,262.81,4.48,263.12,-999,-999,-999,0.7,0.67,0.67
1991,10,15,22.11,18.51,20.31,27.04,22.64,14.59,81.56,2.51,91.73,2.12,227.25,3.23,227.69,-999,-999,-999,0.7,0.67,0.67
1991,10,16,21.52,18.89,20.2,25.38,21.55,14.89,85.69,1.98,91.82,2.21,129.88,3.59,129.5,-999,-999,-999,0.7,0.67,0.67
1991,10,17,20.5,17.87,19.19,24.51,20.74,13.98,85.88,0.54,91.84,2.41,107.94,3.73,107.56,-999,-999,-999,0.7,0.66,0.66
1991,10,18,21.43,18.41,19.92,27.04,21.82,14.47,84.19,1.11,91.84,3.14,96.88,5.21,96.75,-999,-999,-999,0.69,0.66,0.66
1991,10,19,21.67,18.76,20.22,26.49,22.03,14.77,85.06,0.58,91.88,3.14,90.88,5.03,90.69,-999,-999,-999,0.68,0.66,0.66
1991,10,20,21.56,18.59,20.08,26.94,22,14.65,84.75,0.23,91.77,3.34,90,5.27,90.12,-999,-999,-999,0.67,0.66,0.66
1991,10,21,21.81,18.7,20.26,27.31,22.34,14.77,83.94,0.15,91.76,3.58,100.56,5.62,100.31,-999,-999,-999,0.66,0.65,0.65
1991,10,22,21.24,18.69,19.97,25.11,21.47,14.71,86.31,0.01,91.79,3.27,93.19,5.21,92.94,-999,-999,-999,0.66,0.64,0.65
1991,10,23,21.8,18.8,20.3,26.33,22.25,14.83,84.44,0.69,91.74,3.89,85.94,5.92,85.88,-999,-999,-999,0.66,0.64,0.64
1991,10,24,21.69,17.94,19.82,27.15,22.2,14.1,81.12,0.69,91.67,3.23,84.69,4.91,84.31,-999,-999,-999,0.65,0.63,0.64
1991,10,25,21.87,17.48,19.67,27.49,22.33,13.67,77.88,0.12,91.6,2.16,94.56,3.32,94.44,-999,-999,-999,0.64,0.63,0.63
1991,10,26,21.27,14.92,18.1,27.73,21.28,11.6,69.94,0.06,91.63,2.26,91.94,3.38,91.5,-999,-999,-999,0.63,0.62,0.63
1991,10,27,20.55,17.38,18.97,26.31,20.8,13.61,83.06,0.43,91.66,3,50.75,4.34,50.62,-999,-999,-999,0.63,0.62,0.62
1991,10,28,20.9,19.09,20,24.05,20.94,15.2,89.75,1.14,91.37,4.76,148.31,6.77,149,-999,-999,-999,0.63,0.62,0.62
1991,10,29,21.81,20.87,21.34,24.34,21.59,17.03,94.38,35.84,91.11,3.61,42.38,5.78,42.81,-999,-999,-999,0.79,0.65,0.64
1991,10,30,22.1,20.4,21.25,25.97,22.2,16.54,90.44,46.24,91.11,3.84,153.81,5.68,154.62,-999,-999,-999,0.85,0.7,0.68
1991,10,31,21.96,20.12,21.04,26.54,22.28,16.24,89.88,40.65,91.27,3.61,272.69,5.29,273.94,-999,-999,-999,0.9,0.77,0.73
1991,11,1,21.1,19.62,20.36,23.68,21.02,15.69,91.5,8.14,91.53,2.73,216.75,4.35,217.5,-999,-999,-999,0.83,0.79,0.75
1991,11,2,21.33,19.13,20.23,24.13,20.98,15.14,87.56,0.68,91.72,2.15,232.25,3.25,232,-999,-999,-999,0.79,0.77,0.75
1991,11,3,22.15,19.12,20.64,27.3,22.55,15.14,84.31,0.15,91.73,1.84,193.94,2.98,195.12,-999,-999,-999,0.77,0.76,0.74
1991,11,4,22.33,20.02,21.18,26.73,22.47,15.99,87.62,1.03,91.8,1.56,160.31,2.45,160.44,-999,-999,-999,0.77,0.75,0.74
1991,11,5,21.27,19.12,20.19,25.12,21.29,15.14,88.06,0.75,91.85,2.33,89.06,3.9,89.12,-999,-999,-999,0.77,0.74,0.74
1991,11,6,19.91,14.81,17.37,26.13,19.83,11.47,74.88,0.53,92,2.76,57.88,4.64,57.69,-999,-999,-999,0.75,0.74,0.73
1991,11,7,20.45,16.36,18.4,26.26,20.58,12.7,79.06,0.36,92,2.18,74.88,3.39,74.62,-999,-999,-999,0.75,0.73,0.73
1991,11,8,21.61,18.58,20.1,26.71,22.37,14.65,84.38,0.14,91.83,1.09,146.06,1.92,147.19,-999,-999,-999,0.74,0.73,0.73
1991,11,9,19.85,17.4,18.62,22.45,19.9,13.61,86.44,0.18,91.9,2.45,101.19,3.7,101.81,-999,-999,-999,0.74,0.72,0.72
1991,11,10,20.3,17.25,18.77,25.73,20.57,13.43,84.38,0.02,92,3.04,101.88,5.01,101.62,-999,-999,-999,0.73,0.72,0.72
1991,11,11,21.03,18.31,19.67,26.15,21.48,14.34,85.5,0.08,91.99,3.31,82,5.33,81.81,-999,-999,-999,0.73,0.71,0.71
1991,11,12,20.63,17.7,19.17,26.35,20.93,13.79,84.88,0.09,91.97,3.75,65.69,6.07,65.88,-999,-999,-999,0.73,0.7,0.71
1991,11,13,20.37,17.48,18.93,26.19,20.65,13.61,84.94,0.12,91.98,4.85,36.88,7.08,37.38,-999,-999,-999,0.72,0.7,0.7
1991,11,14,19.17,17.23,18.19,21.5,19.2,13.43,88.69,1.78,91.81,6.64,58.31,9.1,59.44,-999,-999,-999,0.72,0.7,0.7
1991,11,15,18.9,17.87,18.38,21.4,18.69,14.04,93.62,7.07,91.41,8,54.44,10.75,55.81,-999,-999,-999,0.75,0.7,0.7
1991,11,16,20.56,19.34,19.95,23.43,20.5,15.44,92.81,26.35,91.46,5.15,100.38,7.31,101.06,-999,-999,-999,0.83,0.73,0.71
1991,11,17,20.98,19.73,20.35,23.92,20.75,15.75,92.62,40.42,91.8,6.03,118.56,8.47,119,-999,-999,-999,0.88,0.77,0.74
1991,11,18,20.23,18.3,19.27,24.6,20.33,14.34,89.38,9.4,92.06,4.7,94.25,6.98,94.5,-999,-999,-999,0.84,0.8,0.77
1991,11,19,19.66,17.16,18.41,25.01,19.88,13.31,86.75,0.9,92.04,4.32,89.75,6.68,89.62,-999,-999,-999,0.8,0.79,0.77
1991,11,20,19.84,17.74,18.8,25.16,20.06,13.85,88.5,0.21,92,3.71,83.44,6.01,83.44,-999,-999,-999,0.78,0.77,0.77
1991,11,21,20.37,18.25,19.31,25.26,20.64,14.28,88.12,0.24,91.95,4.14,81.62,6.48,81.69,-999,-999,-999,0.78,0.77,0.76
1991,11,22,20.8,18.52,19.66,25.37,21.09,14.53,87.81,0.17,91.98,4.47,82.44,6.75,82.56,-999,-999,-999,0.77,0.76,0.76
1991,11,23,20.12,17.49,18.81,24.75,20.35,13.61,85.94,0.23,92.06,5.3,76,7.6,76.19,-999,-999,-999,0.77,0.75,0.75
1991,11,24,19.19,16.33,17.76,25.01,19.58,12.63,84.81,0.04,92.12,4.55,78.06,6.59,78.19,-999,-999,-999,0.76,0.75,0.75
1991,11,25,19.44,16.98,18.21,25.11,19.82,13.18,86.81,0.03,92.12,4.34,88.31,6.5,88.5,-999,-999,-999,0.76,0.74,0.74
1991,11,26,18.97,15.99,17.48,25.11,19.4,12.33,84.5,0.19,92.18,3.21,77.69,5.05,78,-999,-999,-999,0.75,0.73,0.73
1991,11,27,17.29,11.98,14.63,24.73,17.42,9.52,75.44,0.1,92.15,2.71,65.38,4.14,65.44,-999,-999,-999,0.74,0.73,0.73
1991,11,28,16.52,11.09,13.8,24.69,16.54,9.03,73.62,0,92.02,2.12,64.31,3.44,63.88,-999,-999,-999,0.74,0.73,0.73
1991,11,29,17.44,11.15,14.3,25.61,16.16,9.16,69.38,0,91.97,2.84,58.62,4.27,58.38,-999,-999,-999,0.73,0.72,0.72
1991,11,30,17.59,13.06,15.33,25.71,17.09,10.25,78,0,91.93,2.25,106.25,3.58,105.75,-999,-999,-999,0.73,0.71,0.72
1991,12,1,17.34,13.18,15.26,24.97,17.4,10.31,79.06,0,91.96,2.61,128.19,4.02,127.75,-999,-999,-999,0.73,0.71,0.71
1991,12,2,18.6,15.52,17.06,25.16,18.89,12.02,83.31,0,92.1,3.09,107.5,4.9,107,-999,-999,-999,0.72,0.7,0.71
1991,12,3,18.2,14.94,16.57,23.98,18.54,11.54,83.06,0,92.19,3.9,84.94,6.19,84.62,-999,-999,-999,0.72,0.7,0.7
1991,12,4,16.43,12.98,14.7,23.3,16.87,10.13,82.19,0,92.23,4.14,77.69,6.19,77.94,-999,-999,-999,0.71,0.7,0.7
1991,12,5,16.5,13.38,14.94,23.69,16.98,10.44,83.56,0,92.23,3.76,82.69,5.73,82.81,-999,-999,-999,0.71,0.7,0.7
1991,12,6,16.31,12.9,14.61,23.65,16.76,10.07,82.38,0,92.28,3.53,80.06,5.45,80.25,-999,-999,-999,0.7,0.69,0.69
1991,12,7,16.16,12.59,14.37,23.69,16.47,9.89,81.62,0,92.29,3.41,79.38,5.35,79.31,-999,-999,-999,0.7,0.68,0.69
1991,12,8,16.32,12.61,14.47,23.74,16.6,9.89,80.81,0,92.19,3.29,73.81,5.41,73.75,-999,-999,-999,0.7,0.68,0.68
1991,12,9,16.65,13.05,14.85,23.58,17.03,10.19,81.81,0,92.16,3.59,80.5,5.74,80.31,-999,-999,-999,0.7,0.67,0.68
1991,12,10,17.22,13.49,15.36,23.62,17.65,10.5,81.38,0,92.21,3.73,77.44,5.7,77.5,-999,-999,-999,0.69,0.67,0.67
1991,12,11,17.41,14.69,16.05,22.75,17.8,11.35,85.38,0,92.2,4.13,76,6.1,76.25,-999,-999,-999,0.69,0.66,0.67
1991,12,12,18.67,16.05,17.36,24.25,19.01,12.39,85.31,0,92.17,4.63,72.75,7.03,72.88,-999,-999,-999,0.68,0.66,0.66
1991,12,13,19.08,16.12,17.6,24.48,19.49,12.45,84.38,0,92.1,5.22,68.19,7.37,68.5,-999,-999,-999,0.68,0.66,0.66
1991,12,14,18.93,15.9,17.41,24.01,19.23,12.27,83.88,0.03,92.06,5.36,70.38,7.62,70.69,-999,-999,-999,0.67,0.66,0.66
1991,12,15,18.52,15.62,17.07,23.82,18.9,12.08,84.38,0.02,92.03,5.84,64.88,8.04,65.38,-999,-999,-999,0.67,0.66,0.66
1991,12,16,18.64,16.19,17.42,24.12,19.08,12.57,86.62,0.12,91.99,4.91,68.69,6.91,69.19,-999,-999,-999,0.67,0.65,0.66
1991,12,17,17.44,14.21,15.83,21.28,17.53,11.05,82.56,0.12,91.93,3.99,73.62,5.92,73.81,-999,-999,-999,0.66,0.65,0.65
1991,12,18,17.57,13.76,15.66,23.74,17.9,10.74,81.06,0.51,91.84,2.99,85.44,4.73,85.56,-999,-999,-999,0.66,0.65,0.65
1991,12,19,17.73,14.96,16.34,23,18.05,11.6,85.19,0,91.81,2.59,98.31,4.26,97.81,-999,-999,-999,0.66,0.64,0.65
1991,12,20,18.76,15.42,17.09,24.96,19.21,11.96,82.81,0,91.79,2.57,115.62,4.21,115.25,-999,-999,-999,0.66,0.64,0.64
